Crawling Hands,136.12523684229146,100.92357896757953,68.62678865704159,74.86440903883995,13.169738614852806
Cave Crawlers,164.93513646050124,115.60042970453964,74.70914969652992,105.76837960715974,54.611223953003595
Banshees,189.76851790818282,146.61208559047463,98.24764129404825,125.08689831580044,74.08607238067279
Rockslugs,238.93275264677862,174.37349746525055,115.31964786158353,170.84750124334803,112.10175329714029
Cockatrice,351.72334020410835,251.42811603555054,152.52414170840407,286.16087261284713,220.57491882907382
Pyrefiends,306.30481791508225,217.80501199579305,128.87935199845663,233.2108389963944,173.58524986339856
Infernal Mages,440.51255164748903,311.2311164191066,186.25429242962326,362.4921666557923,278.56455822809187
Bloodveld,1456.1090657982843,1906.075771848597,2382.0943804533986,824.6708165893297,529.7320852389676
Gryphons,998.654296129339,1438.0450625280012,1899.8391292000094,567.6571005646297,362.3001022866879
Jellies,614.443562567981,867.3533497262424,1146.7704030005661,167.8710787450841,-8.588725131585988
Custodian Stalkers,1164.7042546981825,1739.509242802716,2293.0740284853373,419.32974051855297,33.48007425923567
Turoth,1706.141243050183,2194.125992268379,3016.901422448048,868.8800869480034,355.81913622276943
Warped Creatures,1385.8107417247038,1765.8392248612056,2421.459049699804,435.3468097691106,27.716964975062798
Cave Horrors,941.6047051153791,1181.1747701190097,1610.169692919118,-5.568440110951775,-462.2829703602532
Aberrant Spectres,1177.571495428661,1492.9369479214197,2091.132914799406,243.41379948977976,-288.3878595348841
Basilisks,769.240076820757,1480.8575777149417,2188.418405158137,410.2185332001984,210.9718706974444
Wyrms,2729.024013440751,4120.988406432634,5431.3633711596085,1693.8909585040785,1219.4314140907993
Dust Devils,794.561313547932,1049.782823403074,1605.6098712792148,-41.82245285777727,-426.46831166076356
Kurask,1159.8226582128889,1801.246050594392,2883.0902387671185,530.8343005850168,230.6723341521225
Venators,10298.975800796918,13607.251011170125,16972.827316347004,9689.699590643779,9234.49975372911
Gargoyles,2125.907309932265,2806.42628367958,3499.6324105927097,-106.9687809694026,-1087.409089666095
Aquanites,1670.3742883130558,3294.7969769857486,4908.031885665258,945.5841660732771,525.1197913774927
Nechryael,1221.851085589697,1590.3182918671598,2095.317836939941,319.05572967937024,-561.4575752390086
Drakes,2151.272695393306,3376.6568783150183,5420.66556924909,1789.6380379617294,1316.7691580771104
Abyssal Demons,321.66921135760305,501.3947010474077,537.9557730527368,-165.26065216158298,-516.2216696918396
Dark Beasts,1236.6456032541928,1965.885286204883,3306.5550311360857,-175.47090577623587,-854.0381836308102
Araxytes,-1135.7201510924617,-2800.911318995182,-3043.949418823992,-1499.9024805949127,-1667.1721177923644
Smoke Devils,-771.3632481714699,-1167.7590427736668,-1744.1275730462705,-960.3346506602084,-1234.7320480653727
Hydras,6448.009611441574,8618.624459136161,9864.21901740122,3451.481779375148,391.87675755950335
